course_name,race_name,off_time,horse_name,betfair_price,trainer_name,jockey_name,market_rank
Limerick,Irish Stallion Farms EBF Mares (Pro/Am) Flat Race,16:00:00,Amina (GER),1.03,J C McConnell,Mr J L Gleeson,1
Limerick,Irish Stallion Farms EBF Mares (Pro/Am) Flat Race,16:00:00,Tumbling In (IRE),3.10,E McNamara,Mr H C Swan,7
Leopardstown,Irish Stallion Farms EBF Nursery Handicap,16:20:00,Carwyn (IRE),1.10,G M Lyons,James Ryan,1
Leopardstown,Irish Stallion Farms EBF Nursery Handicap,16:20:00,Time Bender (IRE),1.10,W Durkan,Wesley Joyce,1
Leopardstown,Irish Stallion Farms EBF Nursery Handicap,16:20:00,Empty Wallet (IRE),1.10,G M Lyons,Nicola Burns,1
Leopardstown,Irish Stallion Farms EBF Nursery Handicap,16:20:00,Iamimmaculate (IRE),1.10,Gerard O'Leary,J M Sheridan,1
Leopardstown,Irish Stallion Farms EBF Nursery Handicap,16:20:00,Hamiyan (FR),1.10,D K Weld,Chris Hayes,1
Leopardstown,Irish Stallion Farms EBF Nursery Handicap,16:20:00,Bellamano (IRE),1.10,J P Murtagh,Yudish Geerdharry,1
Leopardstown,Irish Stallion Farms EBF Nursery Handicap,16:20:00,Nod Of Approval (IRE),1.10,Mrs J Harrington,Nathan Crosse,1
Leopardstown,Irish Stallion Farms EBF Nursery Handicap,16:20:00,Invincible Will (IRE),1.10,G P Cromwell,Robert Whearty,1
Leopardstown,Irish Stallion Farms EBF Nursery Handicap,16:20:00,Cherry Hill Girl (IRE),1.10,A Slattery,Andrew Slattery,1
Leopardstown,Irish Stallion Farms EBF Nursery Handicap,16:20:00,Clarity Of Thought (GB),1.10,J P O'Brien,Wayne Hassett,1
Leopardstown,Irish Stallion Farms EBF Nursery Handicap,16:20:00,Estoublon (IRE),1.10,J P O'Brien,Declan McDonogh,1
Leopardstown,Irish Stallion Farms EBF Nursery Handicap,16:20:00,River Ara (IRE),2.60,A P O'Brien,J Cleary,12
Newton Abbot,Torbay Weekly Handicap Chase (GBB Race),16:25:00,Jaitroplaclasse (FR),1.10,R L Llewellyn,Charlie Price,1
Newton Abbot,Torbay Weekly Handicap Chase (GBB Race),16:25:00,Siam Park (IRE),1.10,J Tizzard,Brendan Powell,1
Newton Abbot,Torbay Weekly Handicap Chase (GBB Race),16:25:00,Authoceltic (FR),1.10,Mrs J Williams,C Gethings,1
Newton Abbot,Torbay Weekly Handicap Chase (GBB Race),16:25:00,Haas Boy (FR),1.10,Chester Williams,H Cobden,1
Newton Abbot,Torbay Weekly Handicap Chase (GBB Race),16:25:00,Nordic Tiger (FR),8.80,Harry Derham,Paul O'Brien,5
Wolverhampton (AW),Download The Raceday Ready App Selling Stakes,16:30:00,Big Sip (GB),1.10,M Botti,Marco Ghiani,1
Wolverhampton (AW),Download The Raceday Ready App Selling Stakes,16:30:00,Dosman (GB),1.10,J A Osborne,William Carver,1
Wolverhampton (AW),Download The Raceday Ready App Selling Stakes,16:30:00,Bystander (IRE),1.10,S C Williams,P Cosgrave,1
Wolverhampton (AW),Download The Raceday Ready App Selling Stakes,16:30:00,Ocean Odyssey (IRE),1.11,James Owen,Paddy Bradley,4
Wolverhampton (AW),Download The Raceday Ready App Selling Stakes,16:30:00,Encourager (IRE),13.00,A W Carroll,William Carson,5
Newton Abbot,Jodie Standing's Point-To-Point Recruits Open NH F,16:55:00,Hobbson's Day,1.10,T Lacey,Stan Sheppard,1
Newton Abbot,Jodie Standing's Point-To-Point Recruits Open NH F,16:55:00,Soldier Reeves,1.10,D Skelton,Tristan Durrell,1
Newton Abbot,Jodie Standing's Point-To-Point Recruits Open NH F,16:55:00,Peaky Girl (GB),1.10,A E Jones,Philip Armson,1
Newton Abbot,Jodie Standing's Point-To-Point Recruits Open NH F,16:55:00,Not Now,1.10,N & W Twiston-Davies,Sam Twiston-Davies,1
Newton Abbot,Jodie Standing's Point-To-Point Recruits Open NH F,16:55:00,Great Dance,2.00,Chester Williams,H Cobden,5
Wolverhampton (AW),Sky Sports Racing Sky 415 Handicap (Div 1),17:00:00,Imperial Trooper (IRE),1.10,J Candlish,George Wood,1
Wolverhampton (AW),Sky Sports Racing Sky 415 Handicap (Div 1),17:00:00,Alpine Oasis (GB),1.10,K R Burke,Jack Nicholls,1
Wolverhampton (AW),Sky Sports Racing Sky 415 Handicap (Div 1),17:00:00,Lazieelunch (GB),1.10,S Woods,Finley Marsh,1
Wolverhampton (AW),Sky Sports Racing Sky 415 Handicap (Div 1),17:00:00,Bobacious (GB),1.10,E A L Dunlop,Mason Paetel,1
Wolverhampton (AW),Sky Sports Racing Sky 415 Handicap (Div 1),17:00:00,Fihrayn (IRE),1.10,J R Boyle,Paddy Bradley,1
Wolverhampton (AW),Sky Sports Racing Sky 415 Handicap (Div 1),17:00:00,American State (IRE),1.10,P Owens,J Mitchell,1
Wolverhampton (AW),Sky Sports Racing Sky 415 Handicap (Div 1),17:00:00,Condotti (IRE),1.10,H Palmer,Marco Ghiani,1
Wolverhampton (AW),Sky Sports Racing Sky 415 Handicap (Div 1),17:00:00,Arth's Gold,1.10,R Hannon,Alec Voikhansky,1
Wolverhampton (AW),Sky Sports Racing Sky 415 Handicap (Div 1),17:00:00,Stipulation (IRE),1.10,D M Loughnane,Hollie Doyle,1
Wolverhampton (AW),Sky Sports Racing Sky 415 Handicap (Div 1),17:00:00,King's Hand,2.72,Sir Mark Prescott,L Morris,10
Wolverhampton (AW),Sky Sports Racing Sky 415 Handicap (Div 2),17:30:00,Flaine (IRE),1.01,D Loughnane,Connor Planas,1
Wolverhampton (AW),Sky Sports Racing Sky 415 Handicap (Div 2),17:30:00,Liberty Bird (GB),1.01,C Johnston,J Fanning,1
Wolverhampton (AW),Sky Sports Racing Sky 415 Handicap (Div 2),17:30:00,Camzara (IRE),1.01,G Boughey,P Cosgrave,1
Wolverhampton (AW),Sky Sports Racing Sky 415 Handicap (Div 2),17:30:00,Coolree (IRE),1.02,Lemos Souza,L Morris,4
Wolverhampton (AW),Sky Sports Racing Sky 415 Handicap (Div 2),17:30:00,Bint Al Daar (GB),1.10,K Frost,J Mitchell,5
Wolverhampton (AW),Sky Sports Racing Sky 415 Handicap (Div 2),17:30:00,Popeye Doyle (FR),1.13,H Palmer,Hollie Doyle,6
Wolverhampton (AW),Sky Sports Racing Sky 415 Handicap (Div 2),17:30:00,Flightofthephoenix (IRE),4.60,C Hills,Ben Sanderson,7
Wolverhampton (AW),Sky Sports Racing Sky 415 Handicap (Div 2),17:30:00,Risen Again (FR),5.80,Alice Haynes,William Carson,8
Wolverhampton (AW),Sky Sports Racing Sky 415 Handicap (Div 2),17:30:00,Shady Bay (IRE),8.60,T Ward,Alec Voikhansky,9
Wolverhampton (AW),Genting Casino Wolverhampton Handicap,18:00:00,Dancing Bay (IRE),1.10,J Candlish,George Wood,1
Wolverhampton (AW),Genting Casino Wolverhampton Handicap,18:00:00,Courageous Gold (IRE),1.10,D M Simcock,Dylan Hogan,1
Wolverhampton (AW),Genting Casino Wolverhampton Handicap,18:00:00,Star Of Jupiter (IRE),1.10,D M Loughnane,Hollie Doyle,1
Wolverhampton (AW),Genting Casino Wolverhampton Handicap,18:00:00,Sneaky Blinder (FR),1.10,R Stephens,L Morris,1
Wolverhampton (AW),Genting Casino Wolverhampton Handicap,18:00:00,Fashionelle (IRE),1.10,A Forbes,William Cox,1
Wolverhampton (AW),Genting Casino Wolverhampton Handicap,18:00:00,Bedford (GB),1.10,A King,Harrison Shaw,1
Wolverhampton (AW),Genting Casino Wolverhampton Handicap,18:00:00,Forglen (GB),1.10,W Stone,J Mitchell,1
Wolverhampton (AW),Genting Casino Wolverhampton Handicap,18:00:00,Witch Hazel (GB),1.11,J R Boyle,P Cosgrave,8
Wolverhampton (AW),Genting Casino Wolverhampton Handicap,18:00:00,T Or Coffey (IRE),3.00,J Candlish,Joey Haynes,9
Wolverhampton (AW),Tips For Every Race At raceday-ready.com Handicap,18:30:00,Invincible Crown (IRE),1.10,Mrs R Carr,J P Sullivan,1
Wolverhampton (AW),Tips For Every Race At raceday-ready.com Handicap,18:30:00,Lucky Man (IRE),1.10,J Candlish,George Wood,1
Wolverhampton (AW),Tips For Every Race At raceday-ready.com Handicap,18:30:00,Woodhay Whisper (IRE),1.10,Jack Jones,Dylan Hogan,1
Wolverhampton (AW),Tips For Every Race At raceday-ready.com Handicap,18:30:00,Silky Robin (IRE),1.10,Brian Toomey,Millie Wonnacott,1
Wolverhampton (AW),Tips For Every Race At raceday-ready.com Handicap,18:30:00,Maris Angel (GB),1.10,Fionn McSharry,C J Orr,1
Wolverhampton (AW),Tips For Every Race At raceday-ready.com Handicap,18:30:00,Good Point (GB),1.10,B Smart,Harrison Shaw,1
Wolverhampton (AW),Tips For Every Race At raceday-ready.com Handicap,18:30:00,Level Up (IRE),1.10,P D Evans,Phoebe Edwards,1
Wolverhampton (AW),Arc 1MILLION Bonus Bigger Than Ever Handicap,19:00:00,Moostar (GB),1.10,James Owen,P Cosgrave,1
Wolverhampton (AW),Arc 1MILLION Bonus Bigger Than Ever Handicap,19:00:00,Summertime Blues (GB),1.10,A Watson,Hollie Doyle,1
Wolverhampton (AW),Arc 1MILLION Bonus Bigger Than Ever Handicap,19:00:00,Star Of Mali (IRE),1.10,J Tate,L Morris,1
Wolverhampton (AW),Arc 1MILLION Bonus Bigger Than Ever Handicap,19:00:00,Me Tarzan (IRE),1.10,J R Fanshawe,George Wood,1
Wolverhampton (AW),Arc 1MILLION Bonus Bigger Than Ever Handicap,19:00:00,Looks Fantastic (GB),1.10,M Appleby,Mason Paetel,1
Wolverhampton (AW),Arc 1MILLION Bonus Bigger Than Ever Handicap,19:00:00,Simply Blue (GB),1.10,D Loughnane,J Mitchell,1
Wolverhampton (AW),Arc 1MILLION Bonus Bigger Than Ever Handicap,19:00:00,Fulford Cross (GB),1.10,D M Simcock,Taryn Langley,1
Wolverhampton (AW),Arc 1MILLION Bonus Bigger Than Ever Handicap,19:00:00,Maldevious (IRE),1.10,H Palmer,Marco Ghiani,1
Wolverhampton (AW),Arc 1MILLION Bonus Bigger Than Ever Handicap,19:00:00,Highfield Sunshine (IRE),1.10,J & S Quinn,Sam Feilden,1
Wolverhampton (AW),Arc 1MILLION Bonus Bigger Than Ever Handicap,19:00:00,Duca Di Lucca (GB),1.10,S Woods,Finley Marsh,1
Wolverhampton (AW),Arc 1MILLION Bonus Bigger Than Ever Handicap,19:00:00,Wadacre Maestro (GB),1.10,C Johnston,J Fanning,1
Wolverhampton (AW),Get Raceday Ready Handicap,19:30:00,Scarlet Sunset (GB),1.10,I Mohammed,Mason Paetel,1
Wolverhampton (AW),Get Raceday Ready Handicap,19:30:00,Little Saver (IRE),1.10,H Palmer,L Morris,1
Wolverhampton (AW),Get Raceday Ready Handicap,19:30:00,Desert Emperor (GB),1.10,M & D Easterby,Ryan Sexton,1
Wolverhampton (AW),Get Raceday Ready Handicap,19:30:00,Raintown (IRE),1.10,J S Moore,Taylor Fisher,1
Wolverhampton (AW),Get Raceday Ready Handicap,19:30:00,Is I Right (IRE),1.10,James Horton,Hollie Doyle,1
Wolverhampton (AW),Get Raceday Ready Handicap,19:30:00,Telepathic (IRE),1.10,S & E Crisford,Harry Burns,1
Wolverhampton (AW),Get Raceday Ready Handicap,19:30:00,Cayman Dancer (GB),1.10,C Johnston,J Fanning,1
Wolverhampton (AW),Get Raceday Ready Handicap,19:30:00,Twilight Safari (GB),1.10,Harry Eustace,George Wood,1
Wolverhampton (AW),Get Raceday Ready Handicap,19:30:00,Bintalina (GB),1.10,R Varian,J Mitchell,1
Wolverhampton (AW),Get Raceday Ready Handicap,19:30:00,Eupator (FR),6.00,R Hannon,Alec Voikhansky,10
